1,1,0.0198318333,1.0120214427,0.150408859,0.3520711338,0.7825825056,-0.022514592,0.2982711542,0.4019132611,0.7594597793,1.8818565589,0.226057534,-0.30056406,0.9741941325,0.1119822055,-0.16298808,0.321337578,0.3281100154,1.0252833527,2.2887486464,-0.685376284,0.4606909822,1.4057802626,-0.106042404,-0.783725631,0.869840425,0.1091568659,0.7361236202,-1.164112464,-0.877183401,-0.411182949
2,0,1.0874561865,0.8045761416,0.5336773154,1.273923925,-0.99678978,-1.554536317,-0.799771709,-0.036399132,-0.937354144,-0.27017193,1.2255365303,1.0388866526,-0.032338288,0.8341187329,-0.594497104,-0.120047113,-1.098804947,0.0780429771,0.8881752179,2.0572452355,1.3696433436,-0.931904115,-1.153601891,-1.045526911,0.7567810724,1.2565441389,-1.903770782,-1.435947026,0.4178657885,-2.293160988
3,1,-1.732370683,-0.743536636,0.8700742987,-0.474483617,-2.467006382,-0.250791915,-0.350025567,0.5595258825,0.5944944608,0.4617769256,-1.671480857,1.9077653662,0.5341836779,-0.152794865,1.2747883421,0.0566921476,-1.595065309,-0.825193504,-0.292313994,1.045567115,-1.880134834,-1.733787416,0.182198356,1.6041706497,1.240075488,-1.56341358,1.0463002082,-0.117820085,0.7580607838,-1.274002251
4,0,-1.56196148,0.085802306,0.5884908992,-0.927459647,0.7285592462,-1.040093812,1.9328750607,-1.122437974,-0.331204294,0.1153052953,-0.23795621,-0.124169449,1.3440195555,-0.894769114,-0.400201001,-0.502105622,-0.893226724,-1.529426819,0.5806419282,0.5603407245,0.7337265359,-0.216561393,-1.10806487,0.5257469845,-0.001888963,-1.378381437,1.268293621,-1.633450053,-0.092133419,-0.191811856
5,1,0.1844275328,1.5461050461,-0.861390294,-0.372581469,-0.018906873,1.1038859419,0.3306720146,-1.063815597,-1.028704003,0.4501286794,2.0220531146,-0.389428201,-2.028232309,-0.164482631,1.0121158024,-0.308320632,2.4954977129,-1.395434341,-0.216762518,-1.967148667,0.3922493072,0.4467729791,0.059411914,0.7285637674,0.2895758426,-0.359760615,-0.726466302,0.0809507426,1.5857121834,0.8197811873
6,0,-1.413356161,0.9135633037,0.214487787,-1.098869004,0.9834339862,1.5066703037,2.3204596702,0.0392380744,0.2507442862,1.4066473243,1.6514134443,-2.225422253,-0.360901999,1.1862794322,-0.4738369,-1.660663611,0.3377732133,-0.25092515,-0.214528261,2.0172060905,0.9527032446,0.4608529813,-0.486745556,-1.467467312,-1.208193747,-0.648482602,-0.292633464,-0.566269511,0.00359458,-1.47357383
7,0,-1.152769249,0.9921930391,0.452647645,0.3681992966,-0.463937402,0.5199452779,-0.261817404,-0.69277098,1.252461211,-0.157790079,0.3360386693,1.3740633577,-1.389480545,-1.634477955,-1.253305252,-0.075223955,0.9548943491,0.1644148035,-0.913747209,-0.616864646,-0.44250814,1.0296006751,-0.762158886,-2.263748619,-0.686552225,0.9441439633,0.2585576767,2.2425844069,-1.336568681,-0.386845882
8,1,-0.422097555,1.521829345,1.2346375516,0.7562893888,1.5764532304,-0.150605375,-0.00241308,0.5081576049,0.2876746772,-0.558115187,-1.504836476,0.1647029298,0.1006822685,1.5899852625,1.1847075405,1.279641587,0.5260226815,1.1084742935,-0.603489834,-0.169430961,1.5017546244,-1.130908454,-0.840079266,0.9287527696,0.8202933056,0.2899850398,-0.602774757,0.6237935848,0.0819676655,1.0919689057
9,0,-0.128156902,0.0000633507,0.4963901967,2.0084108027,-0.948178229,-1.864005908,0.3357009437,-0.602947156,-0.170651987,0.4028505404,-1.402889519,0.1569646047,-1.692076254,0.7994104616,-0.463495866,1.0634523208,-0.457536648,-0.224215531,-1.229875587,0.1197144445,-0.263108538,-0.794363417,-1.535470627,0.7572772861,-1.315711995,-1.066771978,-0.387705054,0.1264458366,-0.008273764,-0.994317382
10,0,-0.860729444,1.7320073057,-3.004425417,-0.286389999,0.272915355,-0.316471565,-0.137633984,0.0735766289,1.909718874,0.060301953,-2.220111486,-1.072212232,-0.349459478,0.6825277515,0.3943168732,0.2855666445,1.6478450687,-1.010043067,0.1048149037,0.7413412589,-0.539500538,0.2456751131,2.3727522686,-0.598926041,-2.360777847,1.4333319635,0.4653654626,0.0814926766,0.2815159816,-1.706714233
